experimental,experimental time (h)
5.812892552129484e-05,0.0
6.63116736947404e-05,0.00020694444444450087
4.567259343467384e-05,0.00041388888888890113
6.519243992554675e-05,0.0006208333333334003
5.4329024436388054e-05,0.0008280555555556009
6.680014628170686e-05,0.0010349999999999995
6.0927794131594124e-05,0.0012419444444445003
6.747040199467022e-05,0.0014488888888889006
4.606757528597664e-05,0.0016561111111110995
6.657539655583622e-05,0.0018630555555556004
5.423796961521892e-05,0.0020700000000000007
7.714714336807247e-05,0.0022772222222221996
5.0236749749841684e-05,0.0024841666666667005
7.933981897947921e-05,0.0026911111111111007
7.496862024977465e-05,0.0028983333333334003
6.543669995506848e-05,0.003105555555555599
6.0131109642953256e-05,0.003312500000000001
9.0889239601081e-05,0.0035194444444445003
0.00010512500971445447,0.003726388888888899
0.0001508752983697,0.0039333333333334015
0.00022586384453834998,0.0041405555555556
0.00026264631817305,0.004347499999999999
0.00039542711762455,0.0045544444444445015
0.0005495426399536999,0.0047613888888889
0.0008349894776195,0.004968333333333399
0.0011584557979467999,0.005175277777777801
0.0015160636030975001,0.0053822222222222
0.00202280747594355,0.005589166666666699
0.002402897987136,0.005796111111111101
0.0032401188387907497,0.0060030555555556
0.0035769302773363,0.006210555555555599
0.0043646970214127005,0.006417500000000001
0.0050152910356190995,0.0066244444444445005
0.00614088967150705,0.006831388888888899
0.0068355336716321505,0.007038611111111101
0.00798265775207765,0.0072455555555556005
0.008945688114547299,0.0074530555555556
0.0092145558571603,0.007660000000000002
0.01035740577741035,0.007866944444444501
0.011001737936462998,0.0080738888888889
0.01190356667339835,0.008280833333333399
0.01295102972075625,0.008451388888888899
0.01341436051997835,0.0086947222222222
0.0143074305819009,0.008901666666666702
0.01508691551590695,0.0091086111111111
0.0156273550028312,0.0093158333333334
0.0165589265983797,0.009522777777777802
0.01711914745435455,0.0097297222222222
0.0179612990570014,0.0099366666666667
0.01688142594994315,0.010143611111111102
0.0181231477672935,0.0103505555555556
0.0197813742841304,0.0105580555555556
0.0192151274013286,0.010765000000000002
0.020370032043487002,0.010972222222222201
0.02082591065905425,0.0111791666666667
0.02175724098267655,0.011386111111111099
0.02057774997354225,0.011593333333333301
0.0217267697874984,0.0118002777777778
0.02230442867388575,0.012007499999999999
0.022720325701060848,0.012214722222222201
0.0237387668858279,0.0124216666666667
0.0222514866519948,0.0126286111111111
0.0232527702068373,0.012835555555555602
0.024151951278912252,0.0130427777777778
0.0242547922738597,0.0132497222222222
0.024887606153063152,0.013456666666666702
0.0256657898452283,0.0136636111111111
0.02539630776558005,0.0138705555555556
0.024962146442749952,0.014077500000000001
0.025877858155290798,0.0142844444444445
0.0262130388215066,0.0144919444444445
0.026709471971761302,0.014698611111111102
0.026559021091061348,0.0149055555555556
0.02507750685652015,0.0151125
0.0273454692668321,0.015319444444444502
0.027051879309516053,0.0155266666666667
0.02691578428746745,0.0157336111111111
0.027583868745081,0.015940555555555604
0.026677593876739,0.016147500000000002
0.02828680451606625,0.016354444444444498
0.027749778890010547,0.016561388888888903
0.02858210785295395,0.0167683333333334
0.028250246327754,0.016975277777777797
0.0284626074941621,0.017182222222222203
0.02844231360031245,0.0173891666666667
0.02786971530929435,0.017596111111111097
0.028965976507883448,0.0178030555555556
0.0296176348325819,0.018009999999999998
0.02757991646138715,0.0182169444444445
0.028577741428382902,0.0184241666666667
0.028221634117997198,0.018630833333333402
0.0306974536135738,0.0188377777777778
0.0298745490576438,0.019045
0.029696197696582702,0.019251944444444502
0.029230737471353498,0.0194586111111111
0.03045957273776085,0.0196661111111111
0.03065609156877245,0.019873333333333403
0.0297173772134894,0.0200802777777778
0.0309079736541562,0.0202872222222222
0.03089127550462845,0.020494444444444503
0.030667502934022102,0.0207013888888889
0.030141283838246102,0.020908333333333404
0.03277122996144275,0.021115277777777802
0.03119279746145705,0.0213222222222222
0.0315983079010137,0.021529166666666703
0.03128137030725755,0.021736388888888902
0.03122591763629825,0.021943333333333405
0.03108743611321365,0.022150277777777803
0.03131195743146585,0.022357222222222202
0.0318511830598881,0.022564166666666705
0.03175558386390325,0.022771111111111103
0.031435936783783605,0.0229780555555556
0.0308607184290922,0.023185000000000004
0.03042525027504165,0.0233919444444445
0.03183549580403025,0.0235991666666667
0.03246646709868525,0.0238058333333334
0.0327237288320911,0.0240130555555556
0.03210754495035745,0.024220000000000005
0.03253428686107625,0.0244269444444445
0.03225477958657785,0.0246338888888889
0.03432027872076245,0.024840833333333402
0.0313487550592005,0.0250477777777778
0.03305427294354475,0.025255
0.0334654132598681,0.025461944444444502
0.03313960690264285,0.0256688888888889
0.033770844560713706,0.025875833333333403
0.032781135750254,0.026082777777777802
0.0333576510725312,0.0262897222222222
0.03346026712313595,0.026496666666666703
0.0326615231219613,0.0267036111111111
0.03464663018094235,0.0268741666666667
0.032296311340426195,0.027117500000000003
0.03336272359797885,0.027324444444444505
0.03454492389002295,0.027531388888888904
0.0359279683466859,0.0277383333333334
0.03345860431469535,0.027945555555555605
0.0362500254760484,0.028152500000000004
0.0346299031040409,0.0283594444444445
0.033360956578048453,0.028566388888888905
0.036225436401329,0.0287733333333334
0.0331938816376336,0.0289805555555556
0.03267717842855885,0.029187500000000005
0.03451740504584025,0.0293944444444445
0.03452326137858085,0.0296013888888889
0.03458028109121315,0.029808611111111105
